Name;SerialNumber
"27"" монитор LG 27GL650F-B (с поворотом экрана, 1920 x 1080 IPS 144 Гц, 400 кд / м2, HDMI, DP)";DP-0000204
"27"" монитор LG 27GN650-B (с поворотом экрана, 1920 x 1080 IPS 144 Гц, 350 кд / м2, HDMI, DP)";DP-0000205
"27"" монитор LG 27MK430H-B (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000206
"27"" монитор MSI 9S6-3CA71A-054 (1920 x 1080)";DP-0000207
"27"" монитор MSI 9S6-3CB51T-018 (1920 x 1080 IPS 144 Гц, 250 кд / м2, HDMI, DP)";DP-0000208
"27"" монитор MSI MP271 (1920 x 1080 IPS 75 Гц, 250 кд / м2, HDMI)";DP-0000209
"27"" монитор Nec EA271F-BK (с поворотом экрана, 1920 x 1080 IPS, 250 кд / м2, D-Sub, USB3.0 Hub)";DP-0000210
"27"" монитор Philips 271B8QJEB / 00 (с поворотом экрана, 1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub, HDMI, DP, USB3.0 Hub)";DP-0000211
"27"" монитор Philips 271B8QJKEB / 00 (с поворотом экрана, 1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub, HDMI, DP, USB3.0 Hub)";DP-0000212
"27"" монитор Philips 271E1SCA / 01 (Curved 1920 x 1080 VA 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000213
"27"" монитор Philips 271V8LA / 00 (1920 x 1080 VA 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000214
"27"" монитор Philips 272E1GAJ / 01 (1920 x 1080 VA 144 Гц, 350 кд / м2, HDMI, DP)";DP-0000215
"27"" монитор Philips 272E2FA / 00 (1920 x 1080 IPS 75 Гц, 350 кд / м2, D-Sub, HDMI, DP)";DP-0000216
"27"" монитор Philips 272S1AE / 00 (с поворотом экрана, 1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI, DP)";DP-0000217
"27"" монитор Philips 273B9 / 00 (с поворотом экрана, 1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI, DP, USB3.2 Hub)";DP-0000218
"27"" монитор Philips 273V7 (1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000219
"27"" монитор Philips 273V7 (1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000220
"27"" монитор Philips 273V7 (1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub, HDMI, DP)";DP-0000221
"27"" монитор Philips 273V7QSB / 00 (1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub)";DP-0000222
"27"" монитор Samsung C27F390FHI (Curved 1920 x 1080 VA 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000223
"27"" монитор Samsung C27F396FHI (Curved 1920 x 1080 VA 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000224
"27"" монитор Samsung F27T350FHI (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000225
"27"" монитор Samsung F27T450FQI (с поворотом экрана, 1920 x 1080 IPS 75 Гц, 250 кд / м2, HDMI, DP, USB2.0 Hub)";DP-0000226
"27"" монитор Samsung LF27T450FZIXCI (1920 x 1080 IPS 75 Гц, 250 кд / м2, HDMI, DP)";DP-0000227
"27"" монитор Samsung S27AG300NI (с поворотом экрана, 1920 x 1080 VA 144 Гц, 250 кд / м2, HDMI, DP)";DP-0000228
"27"" монитор Samsung S27AM500NI (1920 x 1080 VA)";DP-0000229
"27"" монитор Samsung S27R350FHI (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000230
"27"" монитор Samsung S27R356FHI (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000231
"27"" монитор Viewsonic VS17210 (Curved 1920 x 1080 VA 144 Гц, 280 кд / м2, D-Sub, HDMI)";DP-0000232
"27"" монитор Xiaomi Mi Desktop Monitor (1920 x 1080 IPS 75 Гц, 300 кд / м2, D-Sub, HDMI)";DP-0000233
"21.45"" монитор LG 22MP410-B (1920 x 1080 VA 75 Гц, 250 кд / м2, HDMI)";DP-0000234
"21.5"" монитор Acer B227Q bmiprx (с поворотом экрана, 1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI, DP)";DP-0000235
"21.5"" монитор Acer K222HQL b (1920 x 1080 TN 60 Гц, 200 кд / м2)";DP-0000236
"21.5"" монитор Acer K222HQL bd (1920 x 1080 TN, 200 кд / м2, D-Sub)";DP-0000237
"21.5"" монитор Acer K222HQL bid (1920 x 1080 TN 60 Гц, 200 кд / м2, HDMI)";DP-0000238
"21.5"" монитор Acer QG221Q bi (1920 x 1080 VA 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000239
"21.5"" монитор Acer SA220Q Abi (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000240
"21.5"" монитор Acer V226HQL Bb (1920 x 1080 TN 60 Гц, 200 кд / м2, D-Sub)";DP-0000241
"21.5"" монитор Acer V226HQL Bb (1920 x 1080 TN 75 Гц, 200 кд / м2)";DP-0000242
"21.5"" монитор Acer V226HQL bbd (1920 x 1080 TN 60 Гц, 200 кд / м2)";DP-0000243
"21.5"" монитор Acer V226HQL Bbi (1920 x 1080 TN 75 Гц, 200 кд / м2, D-Sub, HDMI)";DP-0000244
"21.5"" монитор Acer V227Q bi (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000245
"21.5"" монитор AOC 22B2AM (1920 x 1080 VA 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000246
"21.5"" монитор AOC 22B2DA (1920 x 1080 VA 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000247
"21.5"" монитор AOC 22B2H (1920 x 1080 VA 75 Гц, 200 кд / м2, D-Sub, HDMI)";DP-0000248
"21.5"" монитор AOC 22B2QAM (1920 x 1080 VA 75 Гц, 250 кд / м2, HDMI, DP)";DP-0000249
"21.5"" монитор AOC 22V2Q (1920 x 1080 IPS 75 Гц, 250 кд / м2, HDMI, DP)";DP-0000250
"21.5"" монитор AOC E2270SWDN (1920 x 1080 TN 76 Гц, 200 кд / м2, D-Sub)";DP-0000251
"21.5"" монитор AOC E2270SWHN (1920 x 1080 TN 60 Гц, 200 кд / м2, D-Sub, HDMI)";DP-0000252
"21.5"" монитор AOC E2270Swn (1920 x 1080 TN 75 Гц, 200 кд / м2, D-Sub)";DP-0000253
"21.5"" монитор Aopen 22CV1Q bi (1920 x 1080 VA 75 Гц, 200 кд / м2, D-Sub, HDMI)";DP-0000254
"21.5"" монитор Aopen 22MH1Q Sbipx (1920 x 1080 TN 144 Гц, 250 кд / м2, HDMI, DP)";DP-0000255
"21.5"" монитор ASUS VP228DE BK (1920 x 1080 TN 60 Гц, 200 кд / м2, D-Sub)";DP-0000256
"21.5"" монитор ASUS VP228HE (1920 x 1080 TN 60 Гц, 200 кд / м2, D-Sub, HDMI)";DP-0000257
"21.5"" монитор ASUS VP229HE (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000258
"21.5"" монитор BenQ GW2280 (1920 x 1080 VA 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000259
"21.5"" монитор BenQ GW2283 (1920 x 1080 IPS 60 Гц, 250 кд / м2, HDMI)";DP-0000260
"21.5"" монитор Dell E2220H (1920 x 1080 TN 60 Гц, 250 кд / м2, D-Sub, DP)";DP-0000261
"21.5"" монитор Dell E2221HN (1920 x 1080 TN 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000262
"21.5"" монитор Dell SE2222H (1920 x 1080 VA 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000263
"21.5"" монитор HP P22va G4 < 453D2AA > (1920 x 1080 VA 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000264
"21.5"" монитор HP V22 < 9SV80AA > (1920 x 1080 TN 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000265
"21.5"" монитор Lenovo 66ADKAC1EU < 66ADKAC1EU > (1920 x 1080 TN 75 Гц, 200 кд / м2, D-Sub, HDMI)";DP-0000266
"21.5"" монитор Lenovo 66CBKAC1EU < 66CBKAC1EU > (1920 x 1080 VA 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000267
"21.5"" монитор Lenovo C22-20 < 62A7KAT1EU > (1920 x 1080 TN 75 Гц, 200 кд / м2, D-Sub, HDMI)";DP-0000268
"21.5"" монитор Lenovo ThinkCentre Tiny-In-One 22 Gen 4 (с поворотом экрана, 1920 x 1080 IPS 60 Гц, 250 кд / м2, DP)";DP-0000269
"21.5"" монитор Philips 220V8L5 / 00 (1920 x 1080 60 Гц, 250 кд / м2)";DP-0000270
"21.5"" монитор Philips 222V8LA / 00 (1920 x 1080 VA 75 Гц, 250 кд / м2, D-Sub, HDMI, DP)";DP-0000271
"21.5"" монитор Philips 223V5 (1920 x 1080 TN 60 Гц, 200 кд / м2, D-Sub, HDMI)";DP-0000272
"21.5"" монитор Philips 223V5 (1920 x 1080 TN 60 Гц, 250 кд / м2, D-Sub)";DP-0000273
"21.5"" монитор Philips 223V5 (1920 x 1080 TN 76 Гц, 200 кд / м2, D-Sub)";DP-0000274
"21.5"" монитор Philips 223V5LHSB (1920 x 1080 TN 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000275
"21.5"" монитор Philips 223V7 (1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub)";DP-0000276
"21.5"" монитор Philips 223V7 (1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub)";DP-0000277
"21.5"" монитор Philips 223V7 (1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000278
"21.5"" монитор Philips 223V7 (1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000279
"21.5"" монитор Viewsonic VA2223-H (1920 x 1080 TN 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000280
"23"" монитор ASUS VC239HE-W (1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000281
"23"" монитор ASUS VZ239HE (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000282
"23"" монитор ASUS VZ239HE-W (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000283
"23.6"" монитор Acer K242HQL bid (1920 x 1080 VA 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000284
"23.6"" монитор Acer V246HQL bi (1920 x 1080 VA 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000285
"23.6"" монитор AOC 24B1H (1920 x 1080 VA 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000286
"23.6"" монитор AOC M2470SWD2 (1920 x 1080 MVA 60 Гц, 250 кд / м2, D-Sub)";DP-0000287
"23.6"" монитор AOC M2470SWDA2 (1920 x 1080 MVA 60 Гц, 250 кд / м2, D-Sub)";DP-0000288
"23.6"" монитор AOC M2470SWH (1920 x 1080 MVA 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000289
"23.6"" монитор ASUS VG24VQR (с поворотом экрана, 1920 x 1080 VA 165 Гц, 350 кд / м2, HDMI, DP)";DP-0000290
"23.6"" монитор ASUS VP247HAE (1920 x 1080 VA 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000291
"23.6"" монитор HP X24c < 9FM22AA > (Curved 1920 x 1080 VA 144 Гц, 300 кд / м2, HDMI, DP)";DP-0000292
"23.6"" монитор LG 24GL650-B (с поворотом экрана, 1920 x 1080 TN 144 Гц, 300 кд / м2, HDMI, DP)";DP-0000293
"23.6"" монитор MSI 9S6-3BA01T-039 (1920 x 1080 VA 144 Гц, 250 кд / м2, HDMI, DP)";DP-0000294
"23.6"" монитор Philips 241E1SCA / 00 (Curved 1920 x 1080 VA 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000295
"23.6"" монитор Philips 243V5 (1920 x 1080 MVA 60 Гц, 250 кд / м2, D-Sub)";DP-0000296
"23.6"" монитор Philips 243V5 (1920 x 1080 MVA 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000297
"23.6"" монитор Philips 243V5 (1920 x 1080 MVA 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000298
"23.6"" монитор Viewsonic VA2405-H (1920 x 1080 VA 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000299
"23.6"" монитор Viewsonic VX2458-P-MHD (1920 x 1080 TN 144 Гц, 300 кд / м2, HDMI, DP)";DP-0000300
"23.8"" монитор Acer K242HYLbid (1920 x 1080 VA 75 Гц, 250 кд / м2, HDMI)";DP-0000301
"23.8"" монитор Acer K243Y bmix (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000302
"23.8"" монитор Acer R240HY bidx (1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000303
"23.8"" монитор Acer RG240Y bmiix (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000304
"23.8"" монитор Acer RG241Y Pbiipx (1920 x 1080 IPS 165 Гц, 250 кд / м2, HDMI, DP)";DP-0000305
"23.8"" монитор Acer SA240Y Abi (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000306
"23.8"" монитор Acer SA241Y Abi (1920 x 1080 VA 75 Гц, 250 кд / м2, HDMI)";DP-0000307
"23.8"" монитор Acer V247Y bi (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000308
"23.8"" монитор Acer V247Y bip (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI, DP)";DP-0000309
"23.8"" монитор AOC 24B2XD (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub)";DP-0000310
"23.8"" монитор AOC 24B2XDA (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000311
"23.8"" монитор AOC 24B2XDAM (1920 x 1080 VA 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000312
"23.8"" монитор AOC 24B2XDM (1920 x 1080 VA 75 Гц, 250 кд / м2, D-Sub)";DP-0000313
"23.8"" монитор AOC 24B2XH (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000314
"23.8"" монитор AOC 24E1Q (1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub, HDMI, DP)";DP-0000315
"23.8"" монитор AOC 24G2SU / BK (с поворотом экрана, 1920 x 1080 VA 165 Гц, 350 кд / м2, HDMI, DP, USB3.1 Hub)";DP-0000316
"23.8"" монитор AOC 24P2Q (с поворотом экрана, 1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI, DP, USB3.2 Hub)";DP-0000317
"23.8"" монитор AOC 24V2Q (1920 x 1080 IPS 75 Гц, 250 кд / м2, HDMI, DP)";DP-0000318
"23.8"" монитор AOC G2490VXA (1920 x 1080 VA 144 Гц, 350 кд / м2, HDMI, DP)";DP-0000319
"23.8"" монитор AOC I2490VXQ / BT (1920 x 1080 IPS 60 Гц, 250 кд / м2, HDMI, DP)";DP-0000320
"23.8"" монитор Aopen 24CL1Y bi (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000321
"23.8"" монитор Asano M2401F (1920 x 1080 IPS 60 Гц, 200 кд / м2, HDMI)";DP-0000322
"23.8"" монитор ASUS 90LM0560-B01170 (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000323
"23.8"" монитор ASUS PA247CV (с поворотом экрана, 1920 x 1080 IPS 75 Гц, Zero Bright Dot, 300 кд / м2, USB3.1 Hub)";DP-0000324
"23.8"" монитор ASUS VA247HE (1920 x 1080 VA 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000325
"23.8"" монитор ASUS VA249HE (1920 x 1080 VA 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000326
"23.8"" монитор ASUS VA24DQ (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI, DP)";DP-0000327
"23.8"" монитор ASUS VA24DQLB (с поворотом экрана, 1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI, DP, USB2.0 Hub)";DP-0000328
"23.8"" монитор ASUS VA24DQSB (с поворотом экрана, 1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI, DP, USB2.0 Hub)";DP-0000329
"23.8"" монитор BenQ EW2480 (1920 x 1080 IPS 60 Гц, 250 кд / м2, HDMI)";DP-0000330
"23.8"" монитор BenQ GW2475H (1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000331
"23.8"" монитор Dell 2421-9329 (1920 x 1080 IPS 75 Гц, Premium Panel, 250 кд / м2, HDMI)";DP-0000332
"23.8"" монитор Dell E2420H (1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub, DP)";DP-0000333
"23.8"" монитор Dell E2421HN (1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub, HDMI, DP)";DP-0000334
"23.8"" монитор Dell E2422H (1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub, DP)";DP-0000335
"23.8"" монитор Dell E2422HN (1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000336
"23.8"" монитор Dell E2422HS (1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub, HDMI, DP)";DP-0000337
"23.8"" монитор Dell Professional P2418HZm (с поворотом экрана, 1920 x 1080 IPS 60 Гц, Premium Panel, 250 кд / м2, D-Sub, HDMI, DP, USB3.0 Hub)";DP-0000338
"23.8"" монитор Dell Professional P2422H (с поворотом экрана, 1920 x 1080 IPS 60 Гц, Premium Panel, 250 кд / м2, D-Sub, HDMI, DP, USB3.2 Hub)";DP-0000339
"23.8"" монитор Dell S2421HGF (1920 x 1080 TN 144 Гц, Premium Panel, 350 кд / м2, HDMI, DP)";DP-0000340
"23.8"" монитор Dell S2421HN (1920 x 1080 IPS 75 Гц, Premium Panel, 250 кд / м2, HDMI)";DP-0000341
"23.8"" монитор Dell S2422HZ (с поворотом экрана, 1920 x 1080 IPS 75 Гц, Premium Panel, 250 кд / м2, HDMI, DP, USB3.2 Hub)";DP-0000342
"23.8"" монитор Dell SE2422H (1920 x 1080 VA 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000343
"23.8"" монитор Digma DM-MONF2410 (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI, DP)";DP-0000344
"23.8"" монитор Digma DM-MONF2420 (1920 x 1080 IPS 75 Гц, 250 кд / м2, HDMI, DP)";DP-0000345
"23.8"" монитор HIKVISION DS-D5024FN (1920 x 1080 60 Гц, 250 кд / м2, HDMI)";DP-0000346
"23.8"" монитор HIPER AFB-103C-75 (1920 x 1080)";DP-0000347
"23.8"" монитор HP 169L0AA#ABB (с поворотом экрана, 1920 x 1080 IPS, D-Sub, HDMI)";DP-0000348
"23.8"" монитор HP 189T0AA#ABB < 189T0AA > (с поворотом экрана, 1920 x 1080 IPS 60 Гц, 250 кд / м2, HDMI, DP)";DP-0000349
"23.8"" монитор HP 9TT78AA < 9TT78AA > (1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000350
"23.8"" монитор HP EliteDisplay E243d < 1TJ76AA > (с поворотом экрана, 1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub, HDMI, DP, USB3.1 Hub)";DP-0000351
"23.8"" монитор HP EliteDisplay E243m < 1FH48AA > (с поворотом экрана, 1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub, HDMI, DP, USB3.0 Hub)";DP-0000352
"23.8"" монитор HP V241ib < 453D6AA > (1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub, HDMI, DP)";DP-0000353
"23.8"" монитор HP Z Z24f G3 < 3G828AA > (с поворотом экрана, 1920 x 1080 IPS 60 Гц, Zero Bright Dot, 300 кд / м2, HDMI, DP, USB3.2 Hub)";DP-0000354
"23.8"" монитор iiyama X2483HSU-B3 (1920 x 1080 MVA 75 Гц, 250 кд / м2, D-Sub, HDMI, DP, USB2.0 Hub)";DP-0000355
"23.8"" монитор Lenovo 66B0KAC1EU < 66B0KAC1EU > (1920 x 1080 IPS 75 Гц, 250 кд / м2, HDMI)";DP-0000356
"23.8"" монитор Lenovo ThinkVision S24e-20 < 62AEKAT2EU > (1920 x 1080 VA 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000357
"23.8"" монитор Lenovo ThinkVision T24i-2L < 62B0MAT2EU > (с поворотом экрана, 1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub, HDMI, DP, USB3.2 Hub)";DP-0000358
"23.8"" монитор LG 24BK550Y-B (с поворотом экрана, 1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI, DP, USB2.0 Hub)";DP-0000359
"23.8"" монитор LG 24EA430V-B (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000360
"23.8"" монитор LG 24MK430H-B (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000361
"23.8"" монитор LG 24MP400-B (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000362
"23.8"" монитор MSI 9S6-3PA59H-006 (1920 x 1080 IPS, 250 кд / м2, HDMI)";DP-0000363
"23.8"" монитор MSI G241 (1920 x 1080 IPS 144 Гц, 250 кд / м2, HDMI, DP)";DP-0000364
"23.8"" монитор MSI MP242 (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000365
"23.8"" монитор Nec EX241UN-BK (с поворотом экрана, 1920 x 1080 IPS 60 Гц, 250 кд / м2, HDMI, DP, USB3.0 Hub)";DP-0000366
"23.8"" монитор Philips 241B7QUBHEB / 00 (с поворотом экрана, 1920 x 1080 IPS 75 Гц, 250 кд / м2, HDMI, DP, USB3.2 Hub)";DP-0000367
"23.8"" монитор Philips 241E2FD / 00 (1920 x 1080 IPS 75 Гц, 300 кд / м2, HDMI)";DP-0000368
"23.8"" монитор Philips 241V8L / 01 (1920 x 1080 VA 75 Гц, 250 кд / м2, HDMI)";DP-0000369
"23.8"" монитор Philips 241V8LA / 01 (1920 x 1080 VA 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000370
"23.8"" монитор Philips 242B1 / 00 (с поворотом экрана, 1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI, DP, USB3.2 Hub)";DP-0000371
"23.8"" монитор Philips 242B1H (с поворотом экрана, 1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI, DP, USB3.2 Hub)";DP-0000372
"23.8"" монитор Philips 242B1TFL / 00 (1920 x 1080 IPS 75 Гц, 295 кд / м2, HDMI, DP, Поддержка Multi-Touch, USB3.2 Hub, IP54)";DP-0000373
"23.8"" монитор Philips 242E1GAEZ / 00 (1920 x 1080 VA 144 Гц, 350 кд / м2, HDMI, DP)";DP-0000374
"23.8"" монитор Philips 242E1GAJ / 00 (1920 x 1080 VA 144 Гц, 350 кд / м2, HDMI, DP)";DP-0000375
"23.8"" монитор Philips 242E2FA / 01 (1920 x 1080 IPS 75 Гц, 300 кд / м2, D-Sub, HDMI, DP)";DP-0000376
"23.8"" монитор Philips 242V8LA / 00 (1920 x 1080 VA 75 Гц, 250 кд / м2, D-Sub, HDMI, DP)";DP-0000377
"23.8"" монитор Philips 243B9H / 00 (с поворотом экрана, 1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI, DP, USB3.2 Hub)";DP-0000378
"23.8"" монитор Philips 243S7EYMB (с поворотом экрана, 1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub, DP)";DP-0000379
"23.8"" монитор Philips 243V7 (1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub)";DP-0000380
"23.8"" монитор Philips 243V7 (1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub, HDMI, DP)";DP-0000381
"23.8"" монитор Philips 243V7 (1920 x 1080 IPS 60 Гц, 250 кд / м2, HDMI)";DP-0000382
"23.8"" монитор Philips 243V7 (1920 x 1080 IPS 75 Гц, 250 кд / м2, HDMI)";DP-0000383
"23.8"" монитор Samsung F24T350FHI (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000384
"23.8"" монитор Samsung F24T450FQI (с поворотом экрана, 1920 x 1080 IPS 75 Гц, 250 кд / м2, HDMI, DP, USB2.0 Hub)";DP-0000385
"23.8"" монитор Samsung S24A336NHI (1920 x 1080 VA 60 Гц, 250 кд / м2, HDMI)";DP-0000386
"23.8"" монитор Samsung S24R356FZI (1920 x 1080 IPS 75 Гц, 250 кд / м2, HDMI)";DP-0000387
"23.8"" монитор Samsung S24R650FDI (с поворотом экрана, 1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI, DP, USB3.0 Hub)";DP-0000388
"23.8"" монитор Viewsonic VA2406-H-2 (1920 x 1080 VA 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000389
"23.8"" монитор Viewsonic VA2418-SH (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000390
"23.8"" монитор Viewsonic VA2432-h (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000391
"23.8"" монитор Viewsonic VS18576 (1920 x 1080 VA 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000392
"23.8"" монитор Viewsonic VX2476-SMH (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI, DP)";DP-0000393
"23.8"" монитор Xiaomi Mi Desktop Monitor 1C (1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000394
"24"" монитор BenQ GL2480 (1920 x 1080 TN 75 Гц, 250 кд / м2, HDMI)";DP-0000395
"24"" монитор MSI 9S6-3BA81T-012 (1920 x 1080, 250 кд / м2, HDMI, DP)";DP-0000396
"24"" монитор Samsung F24T354FHI (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000397
"27"" монитор Acer K272HLEbd (1920 x 1080 VA 60 Гц, 300 кд / м2, D-Sub, HDMI)";DP-0000398
"27"" монитор Acer SA270 Abi (1920 x 1080 IPS 75 Гц, 250 кд / м2, HDMI)";DP-0000399
"27"" монитор AOC 27B2AM (1920 x 1080 VA 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000400
"27"" монитор AOC 27B2DA (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000401
"27"" монитор AOC 27B2H (1920 x 1080 IPS 75 Гц, 250 кд / м2, D-Sub, HDMI)";DP-0000402
"27"" монитор AOC 27B2QAM (1920 x 1080 VA 75 Гц, 250 кд / м2, HDMI, DP)";DP-0000403
"27"" монитор AOC 27P1 / GR (с поворотом экрана, 1920 x 1080 IPS 60 Гц, 250 кд / м2, D-Sub, HDMI, DP, USB3.0 Hub)";DP-0000404
"27"" монитор AOC 27V2Q (1920 x 1080 IPS 75 Гц, 250 кд / м2, HDMI, DP)";DP-0000405
"27"" монитор AOC C27G2U (Curved 1920 x 1080 VA 165 Гц, 250 кд / м2, D-Sub, HDMI, DP, USB3.2 Hub)";DP-0000406
"27"" монитор AOC C27G3U (Curved 1920 x 1080 VA 165 Гц, 250 кд / м2, HDMI, DP, USB3.2 Hub)";DP-0000407
